Order_Priority,Order_Quantity,Sales,Ship_Mode,Profit,Region,Customer_Segment,Product_Category,Product_Container
0,24,73.37,0,16.1,0,0,0,0
2,29,271.33,0,-191.09,0,0,0,0
2,22,43.97,0,-9.05,0,0,0,0
2,19,195.96,0,-104.82,0,0,1,0
4,30,278.94,0,-143.7,0,0,0,0
3,11,336.91,0,42.5,0,0,0,0
4,25,1809.0125,0,795.05,0,0,1,0
3,9,206.04,0,-49.81,0,0,2,0
2,44,246.0,0,-207.36,0,0,0,0
1,8,468.49,0,-6.37,0,0,0,0
3,40,1477.39,0,641.4,0,0,0,0
4,8,16.47,0,-6.82,0,0,0,0
4,50,690.97,0,-16.94,0,0,2,0
4,16,33.76,0,-7.15,0,0,0,0
4,15,81.66,0,-31.99,0,0,0,0
3,13,49.74,0,17.7,0,0,0,0
0,33,332.95,0,-28.16,0,0,2,0
2,26,53.93,0,-10.95,0,0,0,0
4,44,1190.8,0,502.49,0,0,0,0
0,42,121.65,0,30.76,0,0,0,0
0,2,103.105,0,-316.32,0,0,1,0
4,7,263.8,0,165.33,0,0,2,0
0,48,447.89,0,-26.78,0,0,0,0
0,8,184.07,0,75.63,0,0,2,0
0,29,573.97,0,55.82,0,0,0,0
0,39,223.79,0,-89.88,0,0,0,0
0,20,129.16,0,-56.15,0,0,0,0
4,29,843.55,0,168.76,0,0,0,0
0,16,2744.361,0,201.03,0,0,1,0
0,25,318.14,0,49.67,0,0,0,0
2,44,181.61,0,-150.26,1,0,0,0
1,19,1781.11,0,51.44,1,0,1,0
1,44,185.32,0,-192.56,1,0,2,0
1,15,73.41,0,-44.79,1,0,0,0
4,24,238.25,0,-83.55,1,0,0,0
1,29,1669.88,0,548.92,1,0,0,0
2,29,87.68,0,23.14,1,0,0,0
4,23,144.55,0,-60.17,1,0,0,0
3,40,430.88,0,39.0,1,0,0,0
0,49,213.71,0,-208.02,1,0,0,0
3,32,1829.387,0,482.45,1,0,1,0
2,5,820.5645,0,-800.25,1,0,1,0
1,27,63.71,0,-96.03,1,0,2,0
3,17,86.47,0,-9.35,1,0,0,0
0,30,5015.051,0,1090.43,1,0,1,0
0,45,168.66,0,-167.06,1,0,0,0
4,34,2560.59,0,670.96,1,0,1,0
4,16,189.04,0,-74.77,1,0,0,0
1,36,275.06,0,-237.87,1,0,0,0
2,5,397.55,0,-152.47,1,0,1,0
2,34,676.26,0,181.98,1,0,0,0
1,42,451.32,0,1.16,1,0,2,0
3,32,563.08,0,112.97,1,0,0,0
2,28,967.27,0,309.31,1,0,0,0
4,43,7452.137,0,2028.36,1,0,1,0
2,39,679.95,0,-93.3,0,0,0,0
2,44,1579.56,0,699.64,0,0,0,0
3,32,4906.85,0,1907.94,0,0,0,0
0,46,265.88,0,-90.9,0,0,0,0
0,19,3093.864,0,286.4,0,0,1,0
1,2,68.66,0,-29.6,0,0,0,0
3,30,201.09,0,-56.22,0,0,0,0
0,12,72.82,0,5.03,0,0,0,0
3,24,1326.51,0,58.17,0,0,1,0
1,26,73.82,0,2.01,3,0,0,0
4,38,154.85,0,-136.55,3,0,0,0
4,32,4941.7725,0,704.89,3,0,1,0
3,19,77.57,0,-67.49,3,0,0,0
2,32,1997.13,0,720.45,3,0,2,0
2,10,64.13,0,-28.97,3,0,0,0
4,24,492.71,0,67.01,3,0,0,0
3,45,282.98,0,-237.47,3,0,0,0
3,46,7965.9025,0,2311.96,3,0,1,0
2,33,750.66,0,120.05,3,0,1,0
2,8,254.32,0,-117.39,3,0,1,0
2,42,2149.37,0,217.87,3,0,2,0
3,8,49.04,0,9.29,3,0,0,0
0,25,237.36,0,-117.86,3,0,0,0
1,35,195.23,0,-72.46,3,0,2,0
3,33,1817.9,0,700.31,3,0,0,0
3,17,124.06,0,15.74,3,0,0,0
3,42,364.8,0,149.45,3,0,0,0
0,36,407.17,0,-12.82,3,0,0,0
0,39,335.35,0,-134.97,3,0,0,0
0,10,1925.83,0,359.83,3,0,0,0
1,15,113.5,0,-46.35,3,0,0,0
1,27,188.07,0,-101.85,3,0,0,0
4,40,933.21,0,207.18,3,0,2,0
1,15,260.39,0,-48.57,3,0,0,0
3,25,185.64,0,-69.87,3,0,0,0
3,34,225.98,0,-135.74,3,0,0,0
0,21,330.22,0,-51.72,3,0,0,0
0,23,188.53,0,-27.49,3,0,0,0
0,19,718.41,0,23.94,3,0,0,0
1,41,4256.51,0,1653.96,3,0,1,0
1,12,503.08,0,-102.74,3,0,1,0
1,20,794.32,0,67.61,3,0,0,0
0,37,270.43,0,-83.16,4,0,0,0
1,19,257.97,0,33.18,4,0,0,0
0,40,7381.19,0,2998.88,4,0,0,0
0,27,1603.27,0,452.49,4,0,0,0
4,11,74.02,0,-28.45,4,0,0,0
3,28,1553.66,0,547.48,4,0,0,0
3,30,3276.9965,0,653.06,4,0,1,0
4,46,4804.0385,0,1077.92,4,0,1,0
4,5,185.79,0,-159.68,4,0,1,0
4,9,186.67,0,2.06,4,0,0,0
1,23,445.17,0,38.11,4,0,0,0
3,45,698.1,0,336.25,4,0,0,0
1,23,249.64,0,-91.65,4,0,0,0
4,32,303.59,0,-45.99,4,0,2,0
4,36,191.6,0,-150.74,4,0,0,0
0,36,317.59,0,-46.12,4,0,0,0
2,37,6477.7395,0,1653.97,4,0,1,0
4,1,356.95,0,-228.24,4,0,0,0
4,38,2063.42,0,989.95,4,0,0,0
3,45,882.96,0,11.65,4,0,1,0
0,34,3375.3075,0,562.13,4,0,1,0
3,15,85.56,0,-41.58,4,0,0,0
3,8,754.6555,0,-212.55,4,0,1,0
4,7,23.84,0,5.88,4,0,0,0
2,24,1318.8685,0,172.33,4,0,1,0
0,44,5347.13,0,1886.41,4,0,0,0
3,22,127.33,0,5.3,4,0,0,0
3,24,990.1,0,310.22,4,0,0,0
0,5,28.32,0,-14.35,4,0,0,0
4,39,796.08,0,30.29,4,0,1,0
